Time,Venue,Code,RaceNo,RunnerNo,RunnerName,Type,Market,Bookie,Odds,Result
6/11/2025 18:04,BATHURST,Harness,3,2,R K FINN NZ,CASH,Fixed Win,Sportsbet,22,Error
6/11/2025 17:59,ALBION PARK,Greyhounds,10,4,POLISH ON,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 17:59,ALBION PARK,Greyhounds,10,4,POLISH ON,CASH,Fixed Win,TAB,7,Error
6/11/2025 17:58,ALBION PARK,Greyhounds,10,4,POLISH ON,CASH,Fixed Win,PlayUp,8,Success
6/11/2025 17:58,ALBION PARK,Greyhounds,10,4,POLISH ON,CASH,Fixed Win,Sportsbet,8,Error
6/11/2025 17:53,BENDIGO,Harness,2,1,CALDERS REVENGE,CASH,Fixed Win,TAB,7,Success
6/11/2025 17:53,BENDIGO,Harness,2,1,CALDERS REVENGE,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 17:53,BENDIGO,Harness,2,1,CALDERS REVENGE,CASH,Fixed Win,Sportsbet,7,Success
6/11/2025 17:53,BENDIGO,Harness,2,1,CALDERS REVENGE,CASH,Fixed Win,PlayUp,7,Success
6/11/2025 17:53,BENDIGO,Harness,2,1,CALDERS REVENGE,CASH,Fixed Win,BetRight,1,Error
6/11/2025 17:53,BENDIGO,Harness,2,1,CALDERS REVENGE,CASH,Fixed Win,Betr,1,Error
6/11/2025 17:51,BENDIGO,Harness,2,7,JETAWAY SAINT,CASH,Fixed Win,TAB,31,Error
6/11/2025 17:50,BENDIGO,Harness,2,5,BUMPER SERVICE,CASH,Fixed Win,Sportsbet,17,Success
6/11/2025 17:49,BENDIGO,Harness,2,5,BUMPER SERVICE,CASH,Fixed Win,Betr,1,Error
6/11/2025 17:49,REDCLIFFE,Harness,2,5,HASTY BID,CASH,Fixed Win,Betr,1,Error
6/11/2025 17:48,BENDIGO,Harness,2,7,JETAWAY SAINT,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 17:48,BENDIGO,Harness,2,7,JETAWAY SAINT,CASH,Fixed Win,PlayUp,41,Success
6/11/2025 17:48,BENDIGO,Harness,2,7,JETAWAY SAINT,CASH,Fixed Win,Betr,1,Error
6/11/2025 17:48,BENDIGO,Harness,2,7,JETAWAY SAINT,CASH,Fixed Win,Sportsbet,51,Success
6/11/2025 17:47,GUNNEDAH,Greyhounds,10,4,SPIRIT CHANA,CASH,Fixed Win,PlayUp,16,Success
6/11/2025 17:46,BENDIGO,Harness,2,9,ALDEBARAN BRIANNA,CASH,Fixed Win,PlayUp,21,Success
6/11/2025 17:45,REDCLIFFE,Harness,2,5,HASTY BID,CASH,Fixed Win,TAB,7,Error
6/11/2025 17:45,REDCLIFFE,Harness,2,5,HASTY BID,CASH,Fixed Win,PlayUp,8,Success
6/11/2025 17:45,GUNNEDAH,Greyhounds,10,6,CHEERFUL COW,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 17:45,GUNNEDAH,Greyhounds,10,6,CHEERFUL COW,CASH,Fixed Win,TAB,2.8,Error
6/11/2025 17:44,BENDIGO,Harness,2,10,JOE LOU,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 17:44,BENDIGO,Harness,2,10,JOE LOU,CASH,Fixed Win,TAB,41,Success
6/11/2025 17:44,BENDIGO,Harness,2,10,JOE LOU,CASH,Fixed Win,PlayUp,41,Success
6/11/2025 17:44,BENDIGO,Harness,2,10,JOE LOU,CASH,Fixed Win,Sportsbet,51,Success
6/11/2025 17:44,BENDIGO,Harness,2,10,JOE LOU,CASH,Fixed Win,BetRight,1,Error
6/11/2025 17:44,BENDIGO,Harness,2,10,JOE LOU,CASH,Fixed Win,Betr,1,Error
6/11/2025 17:44,BENDIGO,Harness,2,9,ALDEBARAN BRIANNA,CASH,Fixed Win,Sportsbet,21,Success
6/11/2025 17:44,BENDIGO,Harness,2,8,MODERN HOPE,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 17:44,BENDIGO,Harness,2,8,MODERN HOPE,CASH,Fixed Win,TAB,81,Success
6/11/2025 17:44,BENDIGO,Harness,2,8,MODERN HOPE,CASH,Fixed Win,Sportsbet,91,Success
6/11/2025 17:44,BENDIGO,Harness,2,8,MODERN HOPE,CASH,Fixed Win,PlayUp,81,Success
6/11/2025 17:44,BENDIGO,Harness,2,8,MODERN HOPE,CASH,Fixed Win,BetRight,1,Error
6/11/2025 17:44,BENDIGO,Harness,2,8,MODERN HOPE,CASH,Fixed Win,Betr,1,Error
6/11/2025 17:44,BENDIGO,Harness,2,6,GOLDEN SKIES,CASH,Fixed Win,TAB,71,Success
6/11/2025 17:44,BENDIGO,Harness,2,6,GOLDEN SKIES,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 17:44,BENDIGO,Harness,2,6,GOLDEN SKIES,CASH,Fixed Win,Sportsbet,81,Success
6/11/2025 17:44,BENDIGO,Harness,2,6,GOLDEN SKIES,CASH,Fixed Win,PlayUp,71,Success
6/11/2025 17:44,BENDIGO,Harness,2,6,GOLDEN SKIES,CASH,Fixed Win,BetRight,1,Error
6/11/2025 17:44,BENDIGO,Harness,2,6,GOLDEN SKIES,CASH,Fixed Win,Betr,1,Error
6/11/2025 17:44,ALBION PARK,Greyhounds,9,5,FREQUENCY,CASH,Fixed Win,PlayUp,5.5,Success
6/11/2025 17:43,REDCLIFFE,Harness,2,7,PUMPKIN PAT,CASH,Fixed Win,Sportsbet,26,Success
6/11/2025 17:43,GUNNEDAH,Greyhounds,10,6,CHEERFUL COW,CASH,Fixed Win,PlayUp,3.1,Success
6/11/2025 17:43,GUNNEDAH,Greyhounds,10,6,CHEERFUL COW,CASH,Fixed Win,Sportsbet,3,Error
6/11/2025 17:42,REDCLIFFE,Harness,2,1,MISTER FONZI,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 17:42,REDCLIFFE,Harness,2,1,MISTER FONZI,CASH,Fixed Win,TAB,4.6,Error
6/11/2025 17:42,REDCLIFFE,Harness,2,1,MISTER FONZI,CASH,Fixed Win,Sportsbet,5,Success
6/11/2025 17:42,REDCLIFFE,Harness,2,1,MISTER FONZI,CASH,Fixed Win,PlayUp,5,Success
6/11/2025 17:39,BATHURST,Harness,2,10,ROSIE ROMANCE,CASH,Fixed Win,PlayUp,15,Success
6/11/2025 17:34,BENDIGO,Greyhounds,12,4,CHAIN DRIVE,CASH,Fixed Win,PlayUp,11,Success
6/11/2025 17:34,BENDIGO,Greyhounds,12,4,CHAIN DRIVE,CASH,Fixed Win,Betr,1,Error
6/11/2025 17:00,BATHURST,Harness,1,3,SEVEN TEE TWO,CASH,Fixed Win,TAB,31,Error
6/11/2025 17:00,BATHURST,Harness,1,3,SEVEN TEE TWO,CASH,Fixed Win,Sportsbet,26,Error
6/11/2025 17:00,BATHURST,Harness,1,3,SEVEN TEE TWO,CASH,Fixed Win,PlayUp,41,Success
6/11/2025 16:59,BATHURST,Harness,1,3,SEVEN TEE TWO,CASH,Fixed Win,Betr,1,Error
6/11/2025 16:59,BATHURST,Harness,1,8,A TRUE LOVE,CASH,Fixed Win,TAB,41,Error
6/11/2025 16:59,BATHURST,Harness,1,8,A TRUE LOVE,CASH,Fixed Win,PlayUp,51,Success
6/11/2025 16:46,ALBION PARK,Greyhounds,6,3,DESTINI ORIETTA,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 16:46,ALBION PARK,Greyhounds,6,3,DESTINI ORIETTA,CASH,Fixed Win,TAB,5,Error
6/11/2025 16:46,ALBION PARK,Greyhounds,6,3,DESTINI ORIETTA,CASH,Fixed Win,Sportsbet,5,Error
6/11/2025 16:46,ALBION PARK,Greyhounds,6,3,DESTINI ORIETTA,CASH,Fixed Win,Betr,1,Error
6/11/2025 16:42,HORSHAM,Harness,8,5,CRIME WRITER,CASH,Fixed Win,TAB,16,Success
6/11/2025 16:41,HORSHAM,Harness,8,4,HARRYHOO,CASH,Fixed Win,Sportsbet,26,Error
6/11/2025 16:41,HORSHAM,Harness,8,4,HARRYHOO,CASH,Fixed Win,TAB,26,Error
6/11/2025 16:41,HORSHAM,Harness,8,4,HARRYHOO,CASH,Fixed Win,PlayUp,34,Success
6/11/2025 16:41,HORSHAM,Harness,8,4,HARRYHOO,CASH,Fixed Win,BetRight,1,Error
6/11/2025 16:38,BENDIGO,Greyhounds,9,4,BLACK REALITY,CASH,Fixed Win,PlayUp,41,Success
6/11/2025 16:19,BENDIGO,Greyhounds,8,4,LAKEVIEW DECEAH,CASH,Fixed Win,BetRight,1,Error
6/11/2025 16:08,HORSHAM,Harness,7,5,JAZZY MELEA,CASH,Fixed Win,TAB,3.9,Error
6/11/2025 16:08,HORSHAM,Harness,7,5,JAZZY MELEA,CASH,Fixed Win,BetRight,1,Error
6/11/2025 16:06,HORSHAM,Harness,7,10,JENSVILLE,CASH,Fixed Win,TAB,23,Error
6/11/2025 16:06,HORSHAM,Harness,7,10,JENSVILLE,CASH,Fixed Win,PlayUp,21,Error
6/11/2025 16:05,HORSHAM,Harness,7,10,JENSVILLE,CASH,Fixed Win,BetRight,1,Error
6/11/2025 16:05,HORSHAM,Harness,7,10,JENSVILLE,CASH,Fixed Win,Betr,1,Error
6/11/2025 15:55,GUNNEDAH,Greyhounds,4,7,MICK THE MASTER,CASH,Fixed Win,Sportsbet,1.2,Error
6/11/2025 15:55,GUNNEDAH,Greyhounds,4,7,MICK THE MASTER,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 15:55,GUNNEDAH,Greyhounds,4,7,MICK THE MASTER,CASH,Fixed Win,TAB,1.25,Success
6/11/2025 15:55,GUNNEDAH,Greyhounds,4,7,MICK THE MASTER,CASH,Fixed Win,PlayUp,1.26,Success
6/11/2025 15:55,GUNNEDAH,Greyhounds,4,7,MICK THE MASTER,CASH,Fixed Win,BetRight,1,Error
6/11/2025 15:54,GUNNEDAH,Greyhounds,4,7,MICK THE MASTER,CASH,Fixed Win,Betr,1,Error
6/11/2025 15:35,BENDIGO,Greyhounds,6,5,HILLBILLY LEXI,CASH,Fixed Win,Betr,1,Error
6/11/2025 15:35,BENDIGO,Greyhounds,6,5,HILLBILLY LEXI,CASH,Fixed Win,BetRight,1,Error
6/11/2025 15:35,BENDIGO,Greyhounds,6,4,BAKALI SURPRISE,CASH,Fixed Win,BetRight,1,Error
6/11/2025 15:33,HORSHAM,Harness,6,3,KEAYANG GALLIANO,CASH,Fixed Win,BetRight,1,Error
6/11/2025 15:30,ALBION PARK,Greyhounds,2,4,SCOTTY'S IDEA,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 15:30,ALBION PARK,Greyhounds,2,4,SCOTTY'S IDEA,CASH,Fixed Win,Sportsbet,34,Error
6/11/2025 15:30,ALBION PARK,Greyhounds,2,4,SCOTTY'S IDEA,CASH,Fixed Win,PlayUp,34,Success
6/11/2025 15:30,ALBION PARK,Greyhounds,2,4,SCOTTY'S IDEA,CASH,Fixed Win,Betr,1,Error
6/11/2025 15:29,ALBION PARK,Greyhounds,2,4,SCOTTY'S IDEA,CASH,Fixed Win,TAB,41,Error
6/11/2025 15:29,ALBION PARK,Greyhounds,2,5,GUS THE GREAT,CASH,Fixed Win,TAB,2.3,Error
6/11/2025 15:29,ALBION PARK,Greyhounds,2,5,GUS THE GREAT,CASH,Fixed Win,Betr,1,Error
6/11/2025 15:29,ALBION PARK,Greyhounds,2,5,GUS THE GREAT,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 15:29,ALBION PARK,Greyhounds,2,5,GUS THE GREAT,CASH,Fixed Win,Sportsbet,2.6,Error
6/11/2025 15:29,ALBION PARK,Greyhounds,2,5,GUS THE GREAT,CASH,Fixed Win,PlayUp,2.4,Error
6/11/2025 15:29,ALBION PARK,Greyhounds,2,5,GUS THE GREAT,CASH,Fixed Win,BetRight,1,Error
6/11/2025 15:29,ALBION PARK,Greyhounds,2,2,CHEAP PERFUME,CASH,Fixed Win,TAB,4.8,Error
6/11/2025 15:28,ALBION PARK,Greyhounds,2,2,CHEAP PERFUME,CASH,Fixed Win,PlayUp,4.6,Error
6/11/2025 15:28,ALBION PARK,Greyhounds,2,2,CHEAP PERFUME,CASH,Fixed Win,BetRight,1,Error
6/11/2025 15:28,HORSHAM,Harness,6,4,CHEYS ANGEL,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 15:28,HORSHAM,Harness,6,4,CHEYS ANGEL,CASH,Fixed Win,Sportsbet,8,Success
6/11/2025 15:28,HORSHAM,Harness,6,4,CHEYS ANGEL,CASH,Fixed Win,BetRight,1,Error
6/11/2025 15:27,BENDIGO,Greyhounds,6,2,SUNNY MARIONVALE,CASH,Fixed Win,Sportsbet,3.2,Success
6/11/2025 15:25,CAPALABA,Greyhounds,11,3,ENGINEERED KAOS,CASH,Fixed Win,Sportsbet,10,Error
6/11/2025 15:25,CAPALABA,Greyhounds,11,3,ENGINEERED KAOS,CASH,Fixed Win,BetRight,1,Error
6/11/2025 15:25,CAPALABA,Greyhounds,11,1,TRY TIKI,CASH,Fixed Win,TAB,2.8,Error
6/11/2025 15:21,CAPALABA,Greyhounds,11,2,QUEEN'S WHARF,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 15:21,CAPALABA,Greyhounds,11,2,QUEEN'S WHARF,CASH,Fixed Win,TAB,12,Error
6/11/2025 15:21,CAPALABA,Greyhounds,11,2,QUEEN'S WHARF,CASH,Fixed Win,Sportsbet,15,Error
6/11/2025 15:21,CAPALABA,Greyhounds,11,2,QUEEN'S WHARF,CASH,Fixed Win,PlayUp,14,Success
6/11/2025 15:21,CAPALABA,Greyhounds,11,2,QUEEN'S WHARF,CASH,Fixed Win,Betr,1,Error
6/11/2025 15:14,BENDIGO,Greyhounds,5,4,MISS JECKELL,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 15:14,BENDIGO,Greyhounds,5,4,MISS JECKELL,CASH,Fixed Win,TAB,14,Success
6/11/2025 15:14,BENDIGO,Greyhounds,5,4,MISS JECKELL,CASH,Fixed Win,Sportsbet,14,Success
6/11/2025 15:14,BENDIGO,Greyhounds,5,4,MISS JECKELL,CASH,Fixed Win,Betr,1,Error
6/11/2025 15:14,BENDIGO,Greyhounds,5,7,ARTIFICIAL BLUE,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 15:14,BENDIGO,Greyhounds,5,7,ARTIFICIAL BLUE,CASH,Fixed Win,Sportsbet,8,Error
6/11/2025 15:14,BENDIGO,Greyhounds,5,7,ARTIFICIAL BLUE,CASH,Fixed Win,Betr,1,Error
6/11/2025 15:03,GUNNEDAH,Greyhounds,1,8,ROOF RATTLER,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 15:03,GUNNEDAH,Greyhounds,1,8,ROOF RATTLER,CASH,Fixed Win,TAB,17,Error
6/11/2025 15:03,GUNNEDAH,Greyhounds,1,8,ROOF RATTLER,CASH,Fixed Win,Betr,1,Error
6/11/2025 15:03,GUNNEDAH,Greyhounds,1,8,ROOF RATTLER,CASH,Fixed Win,PlayUp,20,Success
6/11/2025 15:03,GUNNEDAH,Greyhounds,1,8,ROOF RATTLER,CASH,Fixed Win,Sportsbet,23,Success
6/11/2025 15:03,GUNNEDAH,Greyhounds,1,8,ROOF RATTLER,CASH,Fixed Win,BetRight,1,Error
6/11/2025 14:55,HORSHAM,Harness,5,5,CLASSACT,CASH,Fixed Win,Sportsbet,22,Error
6/11/2025 14:55,HORSHAM,Harness,5,5,CLASSACT,CASH,Fixed Win,TAB,21,Error
6/11/2025 14:55,HORSHAM,Harness,5,5,CLASSACT,CASH,Fixed Win,Betr,1,Error
6/11/2025 14:54,BENDIGO,Greyhounds,4,6,HARTLAND PRINCE,CASH,Fixed Win,BetRight,1,Error
6/11/2025 14:49,TEMORA,Greyhounds,11,6,BRONTE PEARL,CASH,Fixed Win,BetRight,1,Error
6/11/2025 14:49,TEMORA,Greyhounds,11,6,BRONTE PEARL,CASH,Fixed Win,TAB,8.5,Error
6/11/2025 14:49,TEMORA,Greyhounds,11,6,BRONTE PEARL,CASH,Fixed Win,Betr,1,Error
6/11/2025 14:48,TEMORA,Greyhounds,11,6,BRONTE PEARL,CASH,Fixed Win,Sportsbet,9.5,Success
6/11/2025 14:48,TEMORA,Greyhounds,11,6,BRONTE PEARL,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 14:48,TEMORA,Greyhounds,11,6,BRONTE PEARL,CASH,Fixed Win,PlayUp,9.5,Error
6/11/2025 14:45,SALE,Greyhounds,12,8,SOMERTON ANN,CASH,Fixed Win,TAB,2.15,Error
6/11/2025 14:45,SALE,Greyhounds,12,8,SOMERTON ANN,CASH,Fixed Win,PlayUp,2.2,Success
6/11/2025 14:42,SALE,Greyhounds,12,8,SOMERTON ANN,CASH,Fixed Win,Dabble,2.25,Error
6/11/2025 14:42,SALE,Greyhounds,12,8,SOMERTON ANN,CASH,Fixed Win,Betr,1,Error
6/11/2025 14:38,BENDIGO,Greyhounds,3,7,ALWAYS MIA,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 14:38,BENDIGO,Greyhounds,3,7,ALWAYS MIA,CASH,Fixed Win,TAB,11,Error
6/11/2025 14:38,BENDIGO,Greyhounds,3,7,ALWAYS MIA,CASH,Fixed Win,Sportsbet,12,Success
6/11/2025 14:38,BENDIGO,Greyhounds,3,7,ALWAYS MIA,CASH,Fixed Win,PlayUp,12,Success
6/11/2025 14:38,BENDIGO,Greyhounds,3,7,ALWAYS MIA,CASH,Fixed Win,Dabble,12,Success
6/11/2025 14:38,BENDIGO,Greyhounds,3,7,ALWAYS MIA,CASH,Fixed Win,Betr,1,Error
6/11/2025 14:35,SALE,Greyhounds,12,8,SOMERTON ANN,CASH,Fixed Win,Sportsbet,2.3,Error
6/11/2025 14:32,TEMORA,Greyhounds,10,7,TIKKI TOES,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 14:32,TEMORA,Greyhounds,10,7,TIKKI TOES,CASH,Fixed Win,Sportsbet,2.9,Success
6/11/2025 14:31,TEMORA,Greyhounds,10,7,TIKKI TOES,CASH,Fixed Win,TAB,2.7,Error
6/11/2025 14:31,TEMORA,Greyhounds,10,7,TIKKI TOES,CASH,Fixed Win,PlayUp,2.8,Success
6/11/2025 14:31,TEMORA,Greyhounds,10,7,TIKKI TOES,CASH,Fixed Win,Dabble,2.8,Success
6/11/2025 14:31,TEMORA,Greyhounds,10,7,TIKKI TOES,CASH,Fixed Win,BetRight,1,Error
6/11/2025 14:31,TEMORA,Greyhounds,10,7,TIKKI TOES,CASH,Fixed Win,Betr,1,Error
6/11/2025 14:23,GAWLER,Greyhounds,10,7,MISH CHANEL,CASH,Fixed Win,PlayUp,8,Success
6/11/2025 14:20,BENDIGO,Greyhounds,2,5,BLAZING GEORGIE,CASH,Fixed Win,PlayUp,11,Success
6/11/2025 14:08,TEMORA,Greyhounds,9,8,UNLEASH IN MIAMI,CASH,Fixed Win,BetRight,1,Error
6/11/2025 14:03,BENDIGO,Greyhounds,1,8,HE'S WITH ME,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 14:03,BENDIGO,Greyhounds,1,8,HE'S WITH ME,CASH,Fixed Win,TAB,31,Error
6/11/2025 14:03,BENDIGO,Greyhounds,1,8,HE'S WITH ME,CASH,Fixed Win,Sportsbet,34,Error
6/11/2025 14:03,BENDIGO,Greyhounds,1,8,HE'S WITH ME,CASH,Fixed Win,PlayUp,41,Success
6/11/2025 14:03,BENDIGO,Greyhounds,1,8,HE'S WITH ME,CASH,Fixed Win,Dabble,41,Success
6/11/2025 14:03,BENDIGO,Greyhounds,1,8,HE'S WITH ME,CASH,Fixed Win,BetRight,1,Error
6/11/2025 14:03,BENDIGO,Greyhounds,1,8,HE'S WITH ME,CASH,Fixed Win,Betr,1,Error
6/11/2025 13:51,CAPALABA,Greyhounds,7,8,CALICO BLUFF,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 13:51,CAPALABA,Greyhounds,7,8,CALICO BLUFF,CASH,Fixed Win,Dabble,2.25,Error
6/11/2025 13:51,CAPALABA,Greyhounds,7,8,CALICO BLUFF,CASH,Fixed Win,TAB,2.3,Error
6/11/2025 13:51,CAPALABA,Greyhounds,7,8,CALICO BLUFF,CASH,Fixed Win,Betr,1,Error
6/11/2025 13:50,CAPALABA,Greyhounds,7,8,CALICO BLUFF,CASH,Fixed Win,BetRight,1,Error
6/11/2025 13:50,CAPALABA,Greyhounds,7,8,CALICO BLUFF,CASH,Fixed Win,Sportsbet,2.5,Error
6/11/2025 13:50,CAPALABA,Greyhounds,7,8,CALICO BLUFF,CASH,Fixed Win,PlayUp,2.6,Success
6/11/2025 13:50,HORSHAM,Harness,3,6,HANOVER JACK,CASH,Fixed Win,TAB,10,Error
6/11/2025 13:49,HORSHAM,Harness,3,4,DANCEBYTHESEASIDE,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 13:49,HORSHAM,Harness,3,4,DANCEBYTHESEASIDE,CASH,Fixed Win,Sportsbet,15,Success
6/11/2025 13:49,HORSHAM,Harness,3,4,DANCEBYTHESEASIDE,CASH,Fixed Win,PlayUp,15,Success
6/11/2025 13:49,HORSHAM,Harness,3,4,DANCEBYTHESEASIDE,CASH,Fixed Win,Dabble,12,Error
6/11/2025 13:49,HORSHAM,Harness,3,4,DANCEBYTHESEASIDE,CASH,Fixed Win,BetRight,1,Error
6/11/2025 13:49,HORSHAM,Harness,3,4,DANCEBYTHESEASIDE,CASH,Fixed Win,Betr,1,Error
6/11/2025 13:47,HORSHAM,Harness,3,4,DANCEBYTHESEASIDE,CASH,Fixed Win,TAB,17,Error
6/11/2025 13:41,GAWLER,Greyhounds,8,3,RAZZLE BERRIES,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 13:41,GAWLER,Greyhounds,8,3,RAZZLE BERRIES,CASH,Fixed Win,TAB,4.4,Error
6/11/2025 13:41,GAWLER,Greyhounds,8,3,RAZZLE BERRIES,CASH,Fixed Win,Sportsbet,4.4,Error
6/11/2025 13:40,GAWLER,Greyhounds,8,3,RAZZLE BERRIES,CASH,Fixed Win,PlayUp,4.2,Error
6/11/2025 13:40,GAWLER,Greyhounds,8,3,RAZZLE BERRIES,CASH,Fixed Win,Dabble,4.4,Error
6/11/2025 13:40,GAWLER,Greyhounds,8,3,RAZZLE BERRIES,CASH,Fixed Win,BetRight,1,Error
6/11/2025 13:40,GAWLER,Greyhounds,8,3,RAZZLE BERRIES,CASH,Fixed Win,Betr,1,Error
6/11/2025 13:35,SALE,Greyhounds,8,6,GIN CHASER,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 13:35,SALE,Greyhounds,8,6,GIN CHASER,CASH,Fixed Win,Sportsbet,11,Error
6/11/2025 13:35,SALE,Greyhounds,8,6,GIN CHASER,CASH,Fixed Win,TAB,10,Error
6/11/2025 13:35,SALE,Greyhounds,8,6,GIN CHASER,CASH,Fixed Win,PlayUp,11,Success
6/11/2025 13:35,SALE,Greyhounds,8,6,GIN CHASER,CASH,Fixed Win,Dabble,11,Success
6/11/2025 13:35,SALE,Greyhounds,8,6,GIN CHASER,CASH,Fixed Win,BetRight,1,Error
6/11/2025 13:35,SALE,Greyhounds,8,6,GIN CHASER,CASH,Fixed Win,Betr,1,Error
6/11/2025 13:34,CAPALABA,Greyhounds,6,5,DREAMER,CASH,Fixed Win,TAB,4,Success
6/11/2025 13:34,CAPALABA,Greyhounds,6,5,DREAMER,CASH,Fixed Win,PlayUp,3.8,Success
6/11/2025 13:29,TEMORA,Greyhounds,7,7,MAWONGA MAN,CASH,Fixed Win,Sportsbet,6,Success
6/11/2025 13:29,TEMORA,Greyhounds,7,7,MAWONGA MAN,CASH,Fixed Win,Dabble,6,Success
6/11/2025 13:29,TEMORA,Greyhounds,7,7,MAWONGA MAN,CASH,Fixed Win,BetRight,1,Error
6/11/2025 13:29,TEMORA,Greyhounds,7,7,MAWONGA MAN,CASH,Fixed Win,TAB,6,Error
6/11/2025 13:24,GAWLER,Greyhounds,7,4,MYAH MISS,CASH,Fixed Win,TAB,4.6,Error
6/11/2025 13:15,CAPALABA,Greyhounds,5,6,GIVERNY,CASH,Fixed Win,TAB,2,Error
6/11/2025 13:12,CAPALABA,Greyhounds,5,6,GIVERNY,CASH,Fixed Win,Sportsbet,2.4,Error
6/11/2025 13:08,TEMORA,Greyhounds,6,5,MISS BRIGHTSIDE,CASH,Fixed Win,Sportsbet,13,Error
6/11/2025 12:59,CAPALABA,Greyhounds,4,8,SURGING SPARK,CASH,Fixed Win,Betr,1,Error
6/11/2025 12:59,CAPALABA,Greyhounds,4,8,SURGING SPARK,CASH,Fixed Win,BetRight,1,Error
6/11/2025 12:56,CAPALABA,Greyhounds,4,7,ASTRO STAR,CASH,Fixed Win,Betr,1,Error
6/11/2025 12:56,CAPALABA,Greyhounds,4,7,ASTRO STAR,CASH,Fixed Win,Dabble,10,Success
6/11/2025 12:56,CAPALABA,Greyhounds,4,7,ASTRO STAR,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 12:47,GAWLER,Greyhounds,5,3,SUPER BREEZE,CASH,Fixed Win,BetRight,4.4,Error
6/11/2025 12:45,SALE,Greyhounds,5,7,ULTIMATE LEXI,CASH,Fixed Win,BetRight,3.5,Error
6/11/2025 12:34,TEMORA,Greyhounds,4,8,ELLE'S MOON,CASH,Fixed Win,BetRight,4.8,Error
6/11/2025 12:34,TEMORA,Greyhounds,4,4,BLACK GRANITE,CASH,Fixed Win,Tabtouch,1,Error
6/11/2025 12:33,TEMORA,Greyhounds,4,4,BLACK GRANITE,CASH,Fixed Win,Dabble,51,Error
6/10/2025 22:27,MANDURAH,Greyhounds,8,2,MASQUERADE PARTY,CASH,Fixed Win,Tabtouch,1,Error
6/10/2025 22:27,MANDURAH,Greyhounds,8,2,MASQUERADE PARTY,CASH,Fixed Win,Sportsbet,6,Success
6/10/2025 22:27,MANDURAH,Greyhounds,8,2,MASQUERADE PARTY,CASH,Fixed Win,BetRight,5.5,Error
6/10/2025 22:22,WARRAGUL,Greyhounds,11,5,NO CHARGE,CASH,Fixed Win,Tabtouch,1,Error
6/10/2025 22:22,WARRAGUL,Greyhounds,11,5,NO CHARGE,CASH,Fixed Win,TAB,23,Error
6/10/2025 22:22,WARRAGUL,Greyhounds,11,5,NO CHARGE,CASH,Fixed Win,Sportsbet,26,Error
6/10/2025 22:22,WARRAGUL,Greyhounds,11,5,NO CHARGE,CASH,Fixed Win,PlayUp,26,Success
6/10/2025 22:22,WARRAGUL,Greyhounds,11,5,NO CHARGE,CASH,Fixed Win,BetRight,23,Error
6/10/2025 22:21,GLOUCESTER PARK,Harness,7,6,COMO EL VIENTO NZ,CASH,Fixed Win,TAB,1.35,Success
6/10/2025 22:18,GLOUCESTER PARK,Harness,7,6,COMO EL VIENTO NZ,CASH,Fixed Win,Tabtouch,1,Error
6/10/2025 22:18,GLOUCESTER PARK,Harness,7,6,COMO EL VIENTO NZ,CASH,Fixed Win,Sportsbet,1.38,Success
6/10/2025 22:15,GLOUCESTER PARK,Harness,7,6,COMO EL VIENTO NZ,CASH,Fixed Win,BetRight,1.5,Success
6/10/2025 22:08,GLOBE DERBY,Harness,9,1,LINXX,CASH,Fixed Win,TAB,14,Error
6/10/2025 22:05,GLOBE DERBY,Harness,9,4,KAHINA,CASH,Fixed Win,Tabtouch,1,Error
6/10/2025 22:05,GLOBE DERBY,Harness,9,4,KAHINA,CASH,Fixed Win,Sportsbet,6,Success
6/10/2025 22:05,GLOBE DERBY,Harness,9,4,KAHINA,CASH,Fixed Win,TAB,6,Success
6/10/2025 22:05,GLOBE DERBY,Harness,9,4,KAHINA,CASH,Fixed Win,PlayUp,1,Error
6/10/2025 22:04,GLOBE DERBY,Harness,9,1,LINXX,CASH,Fixed Win,PlayUp,1,Error
